City,Locality,BHK,Area_sqft,Bathrooms,Total_Floors,Floor_Number,Parking_Spaces,Balcony,Property_Age,Furnishing,Property_Type,Distance_to_City_Center_km,Metro_Distance_km,Nearby_Schools,Nearby_Hospitals,Amenities_Score,Security_Score,Maintenance_Cost,Price_INR
Mumbai,Bandra,2,1420,2.0,15,11,1.0,2.0,15,Fully-Furnished,Villa,3.4,8.5,10.0,0,8.0,7,4834,23672000
Delhi,Rohini,3,2153,2.0,2,2,1.0,2.0,2,Unfurnished,Apartment,2.6,2.4,4.0,0,3.0,10,5876,21890000
Delhi,Saket,3,1408,3.0,8,5,3.0,1.0,17,Fully-Furnished,Apartment,3.0,5.6,10.0,0,7.0,4,4496,14785000
Delhi,Saket,3,1863,2.0,4,3,1.0,1.0,15,Unfurnished,Independent House,3.1,2.4,9.0,7,6.0,4,6989,18335000
Chennai,Porur,3,1877,3.0,8,1,2.0,1.0,6,Semi-Furnished,Independent House,8.4,3.9,6.0,6,4.0,6,5150,15553000
Chennai,Velachery,2,1459,2.0,6,6,2.0,,21,Semi-Furnished,Apartment,4.7,4.9,4.0,2,1.0,5,6572,10026000
Bengaluru,Yelahanka,5,2647,4.0,6,3,3.0,1.0,30,Fully-Furnished,Independent House,9.9,0.6,0.0,2,3.0,9,6854,25604000
Vijayawada,Gunadala,3,1914,2.0,2,2,0.0,3.0,19,Unfurnished,Independent House,4.4,4.0,2.0,3,3.0,7,10013,9740000
Mumbai,Navi Mumbai,3,1898,2.0,10,2,2.0,2.0,31,Fully-Furnished,Apartment,8.0,2.7,3.0,5,1.0,8,5024,31163000
Bengaluru,Whitefield,2,832,2.0,2,2,1.0,1.0,37,Unfurnished,Independent House,0.5,1.2,3.0,1,2.0,1,3905,6165000
Bengaluru,Koramangala,3,1832,3.0,5,4,2.0,2.0,33,Fully-Furnished,Independent House,5.2,7.4,6.0,4,3.0,1,5468,17928000
Bengaluru,HSR Layout,2,1349,1.0,4,4,1.0,1.0,23,Unfurnished,Apartment,2.6,1.2,2.0,0,2.0,1,4982,10466000
Hyderabad,Kukatpally,3,1396,4.0,4,1,1.0,2.0,12,Semi-Furnished,Villa,10.5,2.7,1.0,4,9.0,8,7649,10827000
Mumbai,Andheri,2,1079,2.0,2,1,2.0,1.0,20,Semi-Furnished,Apartment,9.5,4.4,0.0,2,4.0,7,3151,16882000
Chennai,Adyar,2,1939,3.0,8,8,1.0,1.0,16,Unfurnished,Apartment,7.9,1.3,1.0,4,1.0,3,7314,12963000
Vijayawada,Moghalrajpuram,2,1402,2.0,5,3,1.0,1.0,23,Semi-Furnished,Villa,8.1,1.4,5.0,5,4.0,5,6763,6816000
Ahmedabad,Prahlad Nagar,3,1834,3.0,2,1,3.0,1.0,24,Unfurnished,Villa,2.9,3.0,1.0,1,2.0,5,10241,10382000
Ahmedabad,Satellite,2,1210,3.0,2,2,1.0,2.0,5,Fully-Furnished,Apartment,8.9,1.0,3.0,2,5.0,1,6676,8794000
Delhi,Rohini,4,2202,5.0,5,2,2.0,1.0,28,Fully-Furnished,Villa,4.1,1.5,4.0,1,9.0,6,6397,22828000
Visakhapatnam,Seethammadhara,3,1383,3.0,3,3,1.0,2.0,33,Unfurnished,Independent House,6.5,2.3,6.0,1,6.0,9,5805,6875000
Bengaluru,Indiranagar,3,1956,3.0,15,3,2.0,1.0,9,Semi-Furnished,Apartment,4.8,1.2,7.0,6,3.0,7,9773,20893000
Ahmedabad,Maninagar,3,1659,4.0,4,3,2.0,1.0,23,Semi-Furnished,Apartment,3.3,0.6,0.0,2,10.0,8,4547,12733000
Mumbai,Navi Mumbai,4,2187,4.0,6,2,1.0,2.0,19,Semi-Furnished,Villa,12.6,0.5,1.0,4,5.0,2,6179,36279000
Bengaluru,Whitefield,1,1119,2.0,8,6,2.0,2.0,2,Semi-Furnished,Independent House,10.2,2.4,1.0,5,7.0,9,5375,12186000
Delhi,Dwarka,1,1088,1.0,7,6,2.0,1.0,6,Semi-Furnished,Apartment,6.1,6.9,4.0,4,10.0,8,4384,11955000
Vijayawada,Benz Circle,2,1226,2.0,7,6,1.0,2.0,14,Fully-Furnished,Villa,7.5,0.9,1.0,6,7.0,3,2793,6805000
Bengaluru,Electronic City,4,1905,4.0,4,2,1.0,1.0,22,Semi-Furnished,Villa,7.8,0.3,1.0,0,8.0,9,7564,17051000
Pune,Baner,3,2218,4.0,10,7,1.0,2.0,36,Unfurnished,Apartment,4.8,5.6,10.0,2,4.0,8,7499,16353000
Mumbai,Powai,2,1068,1.0,6,3,1.0,1.0,22,,Independent House,7.0,1.4,9.0,6,1.0,7,5259,16763000
Pune,Kharadi,2,1564,1.0,15,11,1.0,1.0,9,Unfurnished,Apartment,7.1,1.2,8.0,4,8.0,8,3357,12628000
Mumbai,Thane,2,1656,3.0,15,5,1.0,3.0,39,Semi-Furnished,Apartment,10.1,5.1,9.0,7,8.0,3,6951,25481000
Hyderabad,Gachibowli,3,1649,3.0,10,10,2.0,0.0,20,Unfurnished,Apartment,5.0,0.5,5.0,2,6.0,8,5950,10504000
Vijayawada,Patamata,4,2568,3.0,12,2,1.0,1.0,24,Unfurnished,Apartment,10.8,5.3,7.0,5,9.0,2,12939,12089000
Visakhapatnam,Madhurawada,3,1934,3.0,5,5,2.0,3.0,6,Fully-Furnished,Apartment,0.8,5.2,4.0,7,1.0,3,9922,12082000
Kolkata,Ballygunge,3,1656,3.0,5,2,3.0,1.0,12,Semi-Furnished,Apartment,5.4,3.1,5.0,3,4.0,6,6429,10879000
Kolkata,Rajarhat,4,2237,3.0,5,3,1.0,2.0,32,Semi-Furnished,Apartment,7.5,0.3,6.0,7,4.0,9,10909,13604000
Bengaluru,Whitefield,2,1421,2.0,3,2,1.0,2.0,19,Unfurnished,Apartment,2.8,6.5,2.0,7,1.0,2,6558,12983000
Kolkata,Rajarhat,4,2119,4.0,5,4,1.0,2.0,31,Semi-Furnished,Apartment,4.1,5.2,3.0,2,3.0,8,10694,13735000
Delhi,Dwarka,4,2101,4.0,8,1,1.0,0.0,15,Fully-Furnished,Independent House,8.0,1.6,4.0,1,6.0,10,6620,22914000
Chennai,Adyar,3,1655,3.0,4,3,2.0,0.0,22,Fully-Furnished,Apartment,7.5,2.9,5.0,3,5.0,10,8618,14167000
Hyderabad,Gachibowli,1,657,1.0,6,4,0.0,1.0,39,Semi-Furnished,Apartment,0.9,1.4,5.0,3,8.0,6,2683,4770000
Chennai,Anna Nagar,1,808,2.0,12,7,1.0,0.0,1,Semi-Furnished,Apartment,1.9,2.4,5.0,2,3.0,8,4010,6099000
Pune,Hinjewadi,3,1825,3.0,4,4,1.0,1.0,26,Semi-Furnished,Apartment,10.8,6.0,6.0,3,7.0,9,8007,15669000
Hyderabad,Kukatpally,4,2503,4.0,12,5,1.0,1.0,2,Semi-Furnished,Apartment,1.5,2.3,1.0,7,5.0,10,10962,18903000
Mumbai,Powai,4,2309,5.0,15,14,0.0,2.0,0,Fully-Furnished,Independent House,4.4,0.8,2.0,6,3.0,10,7520,39400000
Hyderabad,Gachibowli,2,1099,2.0,5,3,1.0,0.0,15,Fully-Furnished,Apartment,13.9,7.1,9.0,4,7.0,10,5554,9943000
Ahmedabad,Vastrapur,4,2405,4.0,6,4,1.0,2.0,25,Semi-Furnished,Apartment,3.0,2.0,8.0,1,7.0,10,10967,16896000
Chennai,T Nagar,4,2356,4.0,15,11,1.0,1.0,8,Unfurnished,Apartment,8.3,2.6,8.0,0,10.0,1,7751,17850000
Mumbai,Powai,3,1520,3.0,6,2,1.0,3.0,34,Semi-Furnished,Apartment,3.7,2.4,0.0,6,4.0,8,8935,24831000
Pune,Viman Nagar,4,2284,4.0,10,8,1.0,0.0,33,Fully-Furnished,Independent House,12.7,2.7,9.0,0,8.0,1,6711,19078000
Mumbai,Bandra,1,990,1.0,10,3,1.0,2.0,8,Fully-Furnished,Independent House,6.0,1.8,7.0,5,2.0,4,1989,16486000
Mumbai,Thane,4,2154,3.0,10,1,1.0,2.0,36,Unfurnished,Apartment,5.0,4.5,2.0,4,4.0,10,12895,32649000
Chennai,Adyar,5,2524,4.0,5,2,1.0,2.0,6,Unfurnished,Apartment,1.7,5.1,10.0,7,10.0,10,14957,19199000
Pune,Baner,4,2483,5.0,4,3,1.0,2.0,39,Semi-Furnished,Apartment,5.4,4.8,3.0,5,7.0,1,11012,20216000
Delhi,Rohini,3,2341,3.0,6,2,0.0,1.0,18,Unfurnished,Apartment,9.8,6.2,7.0,6,8.0,2,9638,22248000
Chennai,Anna Nagar,2,1418,1.0,7,2,1.0,1.0,24,Unfurnished,Apartment,0.8,6.9,4.0,2,9.0,6,8422,8950000
Hyderabad,Kondapur,3,2041,4.0,10,7,1.0,1.0,20,Fully-Furnished,Independent House,3.3,1.8,2.0,3,10.0,4,8300,16467000
Vijayawada,Poranki,3,1835,2.0,6,6,1.0,2.0,0,Fully-Furnished,Apartment,9.3,0.8,8.0,3,10.0,6,7986,12764000
Vijayawada,Poranki,3,2038,3.0,10,7,3.0,3.0,39,Semi-Furnished,Apartment,9.6,15.0,1.0,3,9.0,5,8771,10079000
Ahmedabad,Satellite,2,1673,2.0,2,1,1.0,1.0,0,Fully-Furnished,Villa,8.4,0.8,10.0,2,3.0,5,6472,13477000
Ahmedabad,Bodakdev,3,1862,4.0,15,10,2.0,2.0,18,Fully-Furnished,Apartment,9.0,2.0,3.0,7,9.0,8,7453,15207000
Pune,Viman Nagar,3,1783,2.0,6,1,1.0,3.0,39,Unfurnished,Independent House,15.7,2.8,0.0,7,2.0,1,7808,12105000
Kolkata,Salt Lake,5,3056,6.0,3,2,1.0,2.0,10,Unfurnished,Apartment,9.4,0.9,10.0,2,8.0,3,16222,17235000
Chennai,Porur,2,1094,2.0,6,2,1.0,1.0,24,Fully-Furnished,Independent House,2.9,1.5,8.0,6,7.0,4,3313,9448000
Pune,Wakad,3,2023,3.0,2,2,1.0,1.0,27,Semi-Furnished,Independent House,8.4,3.1,4.0,1,8.0,7,7723,17507000
Pune,Viman Nagar,4,2209,5.0,12,2,3.0,0.0,10,Unfurnished,Apartment,16.0,3.6,2.0,6,9.0,3,9931,17772000
Hyderabad,Gachibowli,4,1927,3.0,10,10,1.0,1.0,31,Fully-Furnished,Apartment,2.1,2.8,6.0,4,7.0,5,5286,15256000
Mumbai,Andheri,3,1977,3.0,6,6,1.0,1.0,16,Semi-Furnished,Independent House,0.7,11.3,6.0,6,3.0,1,8330,30944000
Vijayawada,Governorpet,3,2010,4.0,8,1,2.0,1.0,21,Semi-Furnished,Villa,1.9,1.3,4.0,0,5.0,7,10818,10356000
Visakhapatnam,Rushikonda,3,1546,2.0,8,3,0.0,3.0,34,Semi-Furnished,Apartment,6.6,1.3,7.0,0,8.0,7,7608,8773000
Delhi,Vasant Kunj,3,1622,2.0,8,5,1.0,1.0,15,Unfurnished,Apartment,5.3,2.1,8.0,1,7.0,8,5304,16239000
Mumbai,Thane,3,2008,3.0,10,4,1.0,1.0,22,Fully-Furnished,Independent House,4.0,2.8,0.0,2,8.0,9,11252,32418000
Kolkata,New Town,3,1561,4.0,2,1,3.0,2.0,1,Semi-Furnished,Apartment,2.0,4.2,0.0,6,3.0,6,5986,11988000
Visakhapatnam,Madhurawada,4,2182,4.0,12,12,2.0,1.0,37,Semi-Furnished,Apartment,6.7,8.3,4.0,2,9.0,1,7295,11869000
Pune,Kharadi,2,1665,1.0,6,4,1.0,1.0,7,Fully-Furnished,Apartment,4.6,5.9,8.0,1,1.0,7,3880,13917000
Mumbai,Navi Mumbai,2,1036,2.0,12,9,3.0,2.0,1,Fully-Furnished,Apartment,10.8,2.9,10.0,0,2.0,8,3042,18202000
Chennai,Anna Nagar,4,2184,3.0,4,4,1.0,3.0,19,Fully-Furnished,Apartment,5.8,1.4,3.0,6,6.0,2,8793,16976000
Bengaluru,Yelahanka,3,1805,4.0,3,2,2.0,1.0,28,Fully-Furnished,Independent House,10.5,4.1,0.0,1,3.0,3,6836,17345000
Visakhapatnam,Seethammadhara,4,1791,5.0,7,1,2.0,1.0,21,Semi-Furnished,Apartment,11.0,1.8,8.0,4,10.0,8,5257,10722000
Ahmedabad,Bodakdev,2,1172,3.0,8,4,2.0,0.0,14,Unfurnished,Apartment,9.0,2.2,3.0,5,10.0,2,3809,8288000
Bengaluru,HSR Layout,3,1927,4.0,7,1,1.0,0.0,25,Unfurnished,Independent House,2.0,2.2,3.0,4,6.0,7,9653,17247000
Pune,Hinjewadi,2,1316,2.0,2,2,2.0,1.0,24,Semi-Furnished,Apartment,3.9,5.3,1.0,2,8.0,2,6434,11456000
Bengaluru,HSR Layout,4,2024,4.0,10,4,3.0,1.0,39,Semi-Furnished,Independent House,11.7,7.5,1.0,1,9.0,1,9536,16673000
Chennai,Anna Nagar,3,1706,3.0,2,1,1.0,1.0,1,Fully-Furnished,Apartment,5.1,1.6,5.0,1,2.0,9,10233,14742000
Vijayawada,Benz Circle,3,1637,2.0,2,1,2.0,2.0,27,Fully-Furnished,Apartment,10.7,3.6,2.0,4,10.0,10,5900,9077000
Chennai,OMR,3,1935,3.0,8,7,0.0,1.0,31,Semi-Furnished,Apartment,2.4,2.9,6.0,5,9.0,1,5672,15125000
Visakhapatnam,Seethammadhara,3,1835,3.0,4,1,0.0,1.0,37,Fully-Furnished,Apartment,9.8,5.7,7.0,2,1.0,3,9924,9769000
Kolkata,Ballygunge,3,1643,3.0,4,4,2.0,2.0,20,Semi-Furnished,Apartment,3.7,5.2,3.0,6,2.0,2,7717,10328000
Chennai,Porur,3,1410,3.0,8,3,2.0,0.0,20,Fully-Furnished,Apartment,3.3,4.2,9.0,7,8.0,8,3828,14255000
Delhi,Rohini,3,1982,3.0,15,1,2.0,1.0,40,Semi-Furnished,Apartment,6.8,4.3,0.0,4,4.0,10,8191,17870000
Mumbai,Powai,3,2044,3.0,8,4,2.0,2.0,20,Semi-Furnished,Apartment,8.1,4.7,3.0,3,2.0,5,10832,32582000
Chennai,T Nagar,3,1972,4.0,3,3,0.0,0.0,18,Fully-Furnished,Apartment,3.0,4.0,2.0,3,10.0,3,11063,16653000
Hyderabad,Kondapur,1,992,1.0,15,12,0.0,2.0,27,Semi-Furnished,Apartment,6.4,3.7,8.0,3,8.0,4,4597,7349000
Delhi,Vasant Kunj,3,1499,3.0,6,4,0.0,1.0,10,Semi-Furnished,Apartment,3.3,3.3,8.0,5,1.0,4,6956,15007000
Bengaluru,Koramangala,1,599,1.0,4,2,3.0,1.0,9,Unfurnished,Independent House,5.2,2.0,8.0,6,5.0,10,2939,6328000
Visakhapatnam,Seethammadhara,1,1087,2.0,5,4,2.0,2.0,25,Semi-Furnished,Independent House,7.1,4.0,4.0,5,6.0,10,2466,4538000
Delhi,Mayur Vihar,2,1551,2.0,2,2,1.0,1.0,29,Fully-Furnished,Villa,7.6,8.4,1.0,6,7.0,9,3953,15621000
Kolkata,Behala,3,1531,4.0,10,10,1.0,1.0,30,Unfurnished,Villa,8.7,1.6,0.0,3,1.0,7,3871,8689000
Bengaluru,Indiranagar,3,2182,3.0,2,2,2.0,1.0,18,Fully-Furnished,Independent House,8.6,2.6,8.0,3,8.0,10,5902,22572000
Hyderabad,Gachibowli,2,1393,2.0,3,2,0.0,0.0,8,Unfurnished,Apartment,3.3,1.5,9.0,0,8.0,7,3158,10665000
Kolkata,Rajarhat,4,2243,5.0,10,1,2.0,1.0,8,Fully-Furnished,Independent House,1.3,3.0,4.0,4,7.0,1,8982,16296000
Delhi,Rohini,4,2179,3.0,12,11,1.0,3.0,15,Semi-Furnished,Independent House,7.1,2.9,3.0,5,4.0,8,5312,21797000
Hyderabad,Gachibowli,1,704,1.0,6,4,1.0,1.0,33,Semi-Furnished,Apartment,15.4,5.5,2.0,4,5.0,7,2062,5411000
Delhi,Rohini,4,2068,4.0,8,4,2.0,0.0,4,Semi-Furnished,Villa,2.9,11.7,3.0,2,7.0,3,7467,22478000
Vijayawada,Poranki,3,1970,3.0,2,2,1.0,0.0,23,Unfurnished,Independent House,6.3,2.8,10.0,4,8.0,4,4523,10201000
Mumbai,Andheri,3,1753,3.0,5,1,2.0,3.0,28,Fully-Furnished,Apartment,7.4,6.8,3.0,6,4.0,10,5007,28488000
Vijayawada,Governorpet,3,1436,2.0,10,8,3.0,0.0,27,Semi-Furnished,Apartment,1.3,7.0,6.0,2,1.0,7,7595,8871000
Bengaluru,Whitefield,3,1755,2.0,3,1,2.0,1.0,31,Fully-Furnished,Apartment,10.7,2.1,6.0,2,8.0,5,6865,17091000
Kolkata,Rajarhat,3,2415,3.0,15,9,2.0,1.0,10,Unfurnished,Apartment,10.6,3.3,0.0,5,9.0,2,9148,15689000
Vijayawada,Governorpet,3,1905,4.0,3,1,2.0,2.0,9,Fully-Furnished,Apartment,5.1,2.2,4.0,1,10.0,5,10425,13821000
Vijayawada,Governorpet,2,1282,2.0,12,6,3.0,1.0,24,Semi-Furnished,Independent House,7.7,6.5,1.0,5,4.0,4,6184,6709000
Ahmedabad,Vastrapur,2,1190,2.0,6,1,2.0,3.0,28,Semi-Furnished,Independent House,2.4,1.3,3.0,4,6.0,3,2835,6867000
Visakhapatnam,Gajuwaka,2,1295,3.0,15,9,1.0,1.0,0,Semi-Furnished,Apartment,4.5,1.1,2.0,0,4.0,8,6159,8588000
Pune,Baner,1,717,1.0,15,8,1.0,1.0,33,Semi-Furnished,Villa,15.8,1.7,4.0,5,5.0,7,2467,5605000
Chennai,Velachery,3,1785,3.0,15,5,1.0,2.0,15,Unfurnished,Apartment,4.2,3.8,1.0,3,4.0,3,5320,12733000
Pune,Viman Nagar,3,2119,4.0,10,8,1.0,2.0,7,Semi-Furnished,Apartment,6.0,4.4,6.0,3,8.0,6,9938,18324000
Pune,Kharadi,2,1004,2.0,8,4,2.0,1.0,40,Unfurnished,Independent House,12.1,1.3,7.0,1,4.0,8,5673,7376000
Bengaluru,Whitefield,3,2091,4.0,15,9,1.0,3.0,14,Semi-Furnished,Apartment,12.1,1.2,7.0,4,8.0,9,6898,19886000
Kolkata,Salt Lake,4,2559,4.0,12,3,1.0,2.0,6,Fully-Furnished,Apartment,4.0,4.4,1.0,5,8.0,7,9318,18219000
Vijayawada,Governorpet,4,2356,4.0,4,4,1.0,0.0,26,Fully-Furnished,Apartment,14.7,2.5,10.0,0,7.0,3,12405,12121000
Visakhapatnam,Madhurawada,2,1235,3.0,5,5,0.0,1.0,12,Semi-Furnished,Apartment,2.4,3.4,10.0,2,8.0,4,3639,8902000
Kolkata,Behala,2,1531,2.0,3,2,1.0,1.0,30,Fully-Furnished,Independent House,4.3,1.1,1.0,1,4.0,5,3595,9422000
Visakhapatnam,Gajuwaka,2,1291,2.0,3,3,1.0,2.0,16,Semi-Furnished,Apartment,25.0,3.0,0.0,0,10.0,7,2914,6576000
Chennai,Porur,2,1393,2.0,8,8,2.0,0.0,7,Unfurnished,Apartment,14.8,2.8,0.0,0,1.0,10,4891,9926000
Kolkata,Dum Dum,2,1603,2.0,7,2,0.0,2.0,32,Semi-Furnished,Apartment,13.2,1.2,6.0,2,7.0,5,5808,9243000
Mumbai,Andheri,1,1304,1.0,8,4,1.0,1.0,12,Semi-Furnished,Apartment,3.6,2.8,7.0,1,4.0,7,4115,20372000
Mumbai,Powai,4,2124,4.0,5,1,2.0,2.0,25,Semi-Furnished,Apartment,4.4,2.6,9.0,1,1.0,1,12039,33366000
Pune,Kharadi,4,2129,3.0,12,1,2.0,3.0,13,Semi-Furnished,Apartment,2.3,2.7,10.0,3,8.0,10,7118,18805000
Kolkata,Behala,2,1391,1.0,15,3,2.0,2.0,38,Semi-Furnished,Apartment,14.1,2.5,0.0,0,2.0,9,8010,7680000
Kolkata,Dum Dum,3,2217,3.0,10,6,2.0,0.0,23,Semi-Furnished,Apartment,5.6,6.2,1.0,3,1.0,7,12016,14193000
Kolkata,New Town,3,1554,3.0,15,15,1.0,1.0,19,Unfurnished,Independent House,1.5,2.2,2.0,5,3.0,6,4639,11236000
Chennai,Adyar,2,1324,1.0,12,12,2.0,1.0,34,Semi-Furnished,Independent House,2.6,3.7,8.0,4,9.0,7,6999,12168000
Kolkata,Salt Lake,4,2203,3.0,8,6,2.0,1.0,36,Unfurnished,Apartment,2.5,4.4,6.0,7,4.0,1,13151,11869000
Chennai,Velachery,4,2771,3.0,3,1,2.0,1.0,26,Unfurnished,Independent House,13.9,3.3,7.0,6,7.0,7,5583,20433000
Hyderabad,Miyapur,4,2326,3.0,8,7,3.0,1.0,17,Unfurnished,Independent House,9.0,5.2,0.0,6,3.0,2,9931,14749000
Mumbai,Powai,2,1689,2.0,12,1,1.0,2.0,21,Unfurnished,Apartment,10.2,4.1,1.0,6,10.0,10,8020,24832000
Ahmedabad,Bodakdev,3,2090,3.0,6,2,3.0,2.0,36,Unfurnished,Independent House,2.8,3.7,5.0,2,6.0,1,11201,11613000
Bengaluru,Indiranagar,2,1400,2.0,3,1,1.0,2.0,9,Semi-Furnished,Apartment,2.7,3.5,9.0,5,8.0,7,8291,13956000
Kolkata,Behala,2,1226,2.0,10,8,2.0,2.0,34,Fully-Furnished,Apartment,7.6,1.3,10.0,1,10.0,4,3646,6976000
Vijayawada,Moghalrajpuram,4,2377,5.0,6,1,3.0,2.0,38,Fully-Furnished,Villa,7.4,3.1,2.0,4,5.0,5,9296,13250000
Hyderabad,Madhapur,2,1656,2.0,8,5,1.0,1.0,21,Semi-Furnished,Villa,12.6,2.8,6.0,3,2.0,8,8434,11753000
Vijayawada,Patamata,2,1462,2.0,4,4,2.0,3.0,13,Fully-Furnished,Villa,6.9,2.8,8.0,7,7.0,4,7597,9208000
Ahmedabad,Prahlad Nagar,2,1036,2.0,5,5,3.0,1.0,22,Unfurnished,Apartment,5.0,1.0,8.0,3,6.0,2,2280,6650000
Visakhapatnam,MVP Colony,3,1960,3.0,3,1,2.0,2.0,14,Unfurnished,Apartment,6.8,0.9,1.0,1,6.0,5,10438,10643000
Bengaluru,Electronic City,4,2077,4.0,6,4,1.0,1.0,16,Fully-Furnished,Apartment,3.9,9.0,6.0,0,9.0,10,6308,19998000
Bengaluru,Indiranagar,2,1239,2.0,10,1,1.0,2.0,8,Unfurnished,Apartment,3.6,8.7,1.0,7,9.0,10,2549,11950000
Mumbai,Andheri,3,1891,3.0,4,2,2.0,1.0,0,Semi-Furnished,Villa,3.4,4.3,5.0,3,9.0,5,9242,30510000
Chennai,OMR,3,2305,4.0,15,9,2.0,1.0,3,Semi-Furnished,Apartment,3.9,10.6,9.0,0,7.0,7,5715,18399000
Visakhapatnam,Gajuwaka,1,1322,1.0,15,6,2.0,0.0,26,Semi-Furnished,Apartment,7.8,1.4,3.0,6,8.0,2,4962,7617000
Kolkata,Behala,3,1752,3.0,10,4,2.0,2.0,4,Semi-Furnished,Villa,10.5,3.6,4.0,6,10.0,10,8058,12075000
Ahmedabad,Prahlad Nagar,5,2754,5.0,12,1,2.0,2.0,7,Semi-Furnished,Apartment,5.1,3.9,8.0,3,1.0,8,16314,20133000
Chennai,Porur,2,1630,1.0,5,1,1.0,1.0,27,Unfurnished,Apartment,3.5,1.3,1.0,0,5.0,4,5090,10914000
Delhi,Dwarka,1,800,2.0,3,2,3.0,1.0,20,Semi-Furnished,Apartment,3.6,4.2,6.0,1,9.0,1,3727,7914000
Pune,Hinjewadi,2,1265,3.0,12,3,1.0,0.0,4,Semi-Furnished,Independent House,25.0,2.8,5.0,0,3.0,9,4890,11107000
Visakhapatnam,Madhurawada,1,1051,1.0,6,4,1.0,2.0,12,Semi-Furnished,Apartment,1.3,2.5,9.0,7,4.0,6,2511,8084000
Vijayawada,Gunadala,4,2276,5.0,5,4,2.0,2.0,39,Unfurnished,Apartment,9.6,3.5,1.0,4,8.0,9,11255,11315000
Delhi,Rohini,1,957,1.0,3,2,3.0,1.0,36,Unfurnished,Apartment,10.6,2.4,5.0,3,3.0,10,4873,7991000
Bengaluru,Whitefield,3,2017,3.0,15,12,1.0,2.0,35,Semi-Furnished,Independent House,3.9,7.9,1.0,4,3.0,9,4176,18690000
Hyderabad,Kondapur,5,2864,5.0,2,2,1.0,1.0,38,Semi-Furnished,Apartment,19.5,1.8,0.0,3,6.0,1,8372,19506000
Hyderabad,Miyapur,1,818,1.0,6,1,1.0,1.0,38,Semi-Furnished,Villa,13.6,1.4,1.0,7,5.0,8,4750,4768000
Vijayawada,Patamata,2,1284,3.0,4,4,1.0,0.0,32,Unfurnished,Apartment,4.9,5.7,4.0,7,4.0,7,5718,6416000
Mumbai,Andheri,2,1315,1.0,4,3,1.0,0.0,12,Fully-Furnished,Apartment,3.1,5.0,4.0,3,6.0,5,7415,22152000
Visakhapatnam,Gajuwaka,2,1074,1.0,8,4,3.0,0.0,15,Fully-Furnished,Apartment,13.4,3.3,3.0,3,10.0,9,3181,7200000
Bengaluru,Indiranagar,4,2580,4.0,3,2,2.0,2.0,16,Unfurnished,Villa,5.7,5.7,10.0,3,6.0,10,13780,23560000
Ahmedabad,Bodakdev,2,1223,1.0,8,4,1.0,2.0,19,Fully-Furnished,Apartment,18.2,0.2,8.0,0,7.0,1,5475,9242000
Hyderabad,Kondapur,5,2888,5.0,12,5,2.0,2.0,33,Semi-Furnished,Apartment,7.5,1.1,2.0,7,5.0,4,15990,20227000
Visakhapatnam,Madhurawada,4,2324,5.0,2,1,1.0,1.0,33,Fully-Furnished,Independent House,4.7,1.5,1.0,5,9.0,6,8484,14098000
Chennai,T Nagar,2,1203,2.0,12,12,1.0,1.0,4,Fully-Furnished,Apartment,20.8,4.7,8.0,0,5.0,4,2763,10775000
Ahmedabad,Vastrapur,2,1132,3.0,3,1,1.0,2.0,5,Semi-Furnished,Villa,4.5,3.6,6.0,4,8.0,9,6765,9611000
Visakhapatnam,Seethammadhara,3,2009,4.0,2,2,1.0,2.0,32,Semi-Furnished,Apartment,2.1,4.6,8.0,3,9.0,8,11548,12475000
Vijayawada,Patamata,1,874,1.0,2,2,1.0,1.0,5,Fully-Furnished,Apartment,2.6,1.4,8.0,2,7.0,3,3651,7089000
Delhi,Saket,4,2331,4.0,15,3,2.0,1.0,40,Unfurnished,Independent House,6.7,3.6,7.0,7,6.0,3,8886,19886000
Chennai,Anna Nagar,2,1627,2.0,5,5,1.0,1.0,39,Semi-Furnished,Independent House,3.3,2.2,5.0,3,7.0,9,4252,12715000
Mumbai,Borivali,2,1530,2.0,8,7,3.0,2.0,1,Semi-Furnished,Apartment,4.0,8.5,9.0,0,1.0,10,7178,23892000
Bengaluru,Whitefield,3,1966,2.0,6,6,2.0,1.0,21,Unfurnished,Apartment,15.4,0.3,1.0,5,10.0,3,5246,16574000
Hyderabad,Kukatpally,2,1424,3.0,2,2,2.0,1.0,22,Unfurnished,Independent House,4.0,0.6,8.0,6,4.0,7,7048,10643000
Kolkata,Salt Lake,4,2963,4.0,10,2,0.0,2.0,33,Semi-Furnished,Villa,2.1,1.6,10.0,6,2.0,1,13532,17550000
Bengaluru,Yelahanka,4,2620,4.0,15,14,1.0,2.0,12,Semi-Furnished,Independent House,11.1,4.5,7.0,0,3.0,3,14043,25038000
Vijayawada,Governorpet,2,1093,3.0,7,7,2.0,1.0,39,Fully-Furnished,Apartment,6.5,4.7,4.0,4,7.0,2,3707,6968000
Vijayawada,Benz Circle,4,2136,3.0,3,2,0.0,3.0,27,Unfurnished,Apartment,10.2,9.8,7.0,7,5.0,4,11351,12255000
Visakhapatnam,MVP Colony,3,2114,2.0,6,2,1.0,3.0,4,Semi-Furnished,Apartment,6.7,1.4,4.0,3,7.0,3,7152,13251000
Vijayawada,Patamata,2,1481,2.0,8,7,0.0,1.0,37,Semi-Furnished,Independent House,7.8,3.5,3.0,4,2.0,2,7646,7333000
